RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720475957830	 	3.11.3
REQUEST		Get Pikachu	1720475967628	1720475967656	OK	 
USER	Pokemon API Test	END	1720475967658
USER	Pokemon API Test	START	1720475967658
REQUEST		Get Pikachu	1720475967626	1720475967667	OK	 
USER	Pokemon API Test	END	1720475967671
USER	Pokemon API Test	START	1720475967675
REQUEST		Get Pikachu	1720475967629	1720475967675	OK	 
USER	Pokemon API Test	END	1720475967679
USER	Pokemon API Test	START	1720475967680
REQUEST		Get Pikachu	1720475967652	1720475967683	OK	 
USER	Pokemon API Test	END	1720475967683
USER	Pokemon API Test	START	1720475967684
REQUEST		Get Pikachu	1720475967623	1720475967686	OK	 
USER	Pokemon API Test	END	1720475967692
REQUEST		Get Pikachu	1720475967638	1720475967689	OK	 
USER	Pokemon API Test	END	1720475967693
USER	Pokemon API Test	START	1720475967693
USER	Pokemon API Test	START	1720475967696
REQUEST		Get Pikachu	1720475967642	1720475967694	OK	 
USER	Pokemon API Test	END	1720475967699
USER	Pokemon API Test	START	1720475967700
REQUEST		Get Pikachu	1720475967654	1720475967704	OK	 
USER	Pokemon API Test	END	1720475967709
USER	Pokemon API Test	START	1720475967709
REQUEST		Get Pikachu	1720475967652	1720475967711	OK	 
REQUEST		Get Pikachu	1720475967680	1720475967715	OK	 
USER	Pokemon API Test	END	1720475967716
USER	Pokemon API Test	END	1720475967716
USER	Pokemon API Test	START	1720475967716
REQUEST		Get Pikachu	1720475967654	1720475967713	OK	 
USER	Pokemon API Test	END	1720475967717
USER	Pokemon API Test	START	1720475967720
REQUEST		Get Pikachu	1720475967658	1720475967717	OK	 
USER	Pokemon API Test	END	1720475967721
USER	Pokemon API Test	START	1720475967721
USER	Pokemon API Test	START	1720475967726
REQUEST		Get Pikachu	1720475967680	1720475967723	OK	 
USER	Pokemon API Test	END	1720475967727
USER	Pokemon API Test	START	1720475967727
REQUEST		Get Pikachu	1720475967694	1720475967741	OK	 
USER	Pokemon API Test	END	1720475967745
USER	Pokemon API Test	START	1720475967745
REQUEST		Get Pikachu	1720475967697	1720475967748	OK	 
USER	Pokemon API Test	END	1720475967753
USER	Pokemon API Test	START	1720475967753
REQUEST		Get Pikachu	1720475967709	1720475967756	OK	 
USER	Pokemon API Test	END	1720475967757
USER	Pokemon API Test	START	1720475967757
REQUEST		Get Pikachu	1720475967684	1720475967754	OK	 
USER	Pokemon API Test	END	1720475967761
USER	Pokemon API Test	START	1720475967762
REQUEST		Get Pikachu	1720475967700	1720475967764	OK	 
REQUEST		Get Pikachu	1720475967720	1720475967769	OK	 
REQUEST		Get Pikachu	1720475967726	1720475967774	OK	 
USER	Pokemon API Test	END	1720475967778
USER	Pokemon API Test	START	1720475967778
USER	Pokemon API Test	END	1720475967779
REQUEST		Get Pikachu	1720475967721	1720475967780	OK	 
REQUEST		Get Pikachu	1720475967727	1720475967785	OK	 
USER	Pokemon API Test	END	1720475967786
USER	Pokemon API Test	END	1720475967786
USER	Pokemon API Test	END	1720475967786
USER	Pokemon API Test	START	1720475967786
USER	Pokemon API Test	START	1720475967786
USER	Pokemon API Test	START	1720475967787
USER	Pokemon API Test	START	1720475967787
REQUEST		Get Pikachu	1720475967716	1720475967789	OK	 
USER	Pokemon API Test	END	1720475967793
USER	Pokemon API Test	START	1720475967793
REQUEST		Get Pikachu	1720475967745	1720475967804	OK	 
USER	Pokemon API Test	END	1720475967807
USER	Pokemon API Test	START	1720475967807
REQUEST		Get Pikachu	1720475967779	1720475967811	OK	 
USER	Pokemon API Test	END	1720475967812
USER	Pokemon API Test	START	1720475967812
REQUEST		Get Pikachu	1720475967757	1720475967815	OK	 
REQUEST		Get Pikachu	1720475967753	1720475967815	OK	 
USER	Pokemon API Test	END	1720475967820
USER	Pokemon API Test	START	1720475967820
USER	Pokemon API Test	END	1720475967820
USER	Pokemon API Test	START	1720475967820
REQUEST		Get Pikachu	1720475967793	1720475967825	OK	 
USER	Pokemon API Test	END	1720475967825
USER	Pokemon API Test	START	1720475967826
REQUEST		Get Pikachu	1720475967762	1720475967830	OK	 
USER	Pokemon API Test	END	1720475967835
USER	Pokemon API Test	START	1720475967835
REQUEST		Get Pikachu	1720475967786	1720475967836	OK	 
USER	Pokemon API Test	END	1720475967839
USER	Pokemon API Test	START	1720475967840
REQUEST		Get Pikachu	1720475967788	1720475967839	OK	 
USER	Pokemon API Test	END	1720475967846
USER	Pokemon API Test	START	1720475967847
REQUEST		Get Pikachu	1720475967787	1720475967840	OK	 
USER	Pokemon API Test	END	1720475967849
USER	Pokemon API Test	START	1720475967851
REQUEST		Get Pikachu	1720475967787	1720475967848	OK	 
USER	Pokemon API Test	END	1720475967853
USER	Pokemon API Test	START	1720475967853
REQUEST		Get Pikachu	1720475967808	1720475967862	OK	 
REQUEST		Get Pikachu	1720475967826	1720475967865	OK	 
USER	Pokemon API Test	END	1720475967866
USER	Pokemon API Test	END	1720475967867
REQUEST		Get Pikachu	1720475967820	1720475967866	OK	 
USER	Pokemon API Test	END	1720475967870
USER	Pokemon API Test	START	1720475967870
REQUEST		Get Pikachu	1720475967812	1720475967866	OK	 
USER	Pokemon API Test	END	1720475967872
REQUEST		Get Pikachu	1720475967820	1720475967871	OK	 
USER	Pokemon API Test	END	1720475967875
USER	Pokemon API Test	START	1720475967875
USER	Pokemon API Test	START	1720475967875
USER	Pokemon API Test	START	1720475967875
USER	Pokemon API Test	START	1720475967870
REQUEST		Get Pikachu	1720475967835	1720475967882	OK	 
USER	Pokemon API Test	END	1720475967886
REQUEST		Get Pikachu	1720475967840	1720475967882	OK	 
USER	Pokemon API Test	START	1720475967886
USER	Pokemon API Test	END	1720475967887
USER	Pokemon API Test	START	1720475967887
REQUEST		Get Pikachu	1720475967854	1720475967889	OK	 
USER	Pokemon API Test	END	1720475967890
USER	Pokemon API Test	START	1720475967890
REQUEST		Get Pikachu	1720475967852	1720475967901	OK	 
USER	Pokemon API Test	END	1720475967904
USER	Pokemon API Test	START	1720475967905
REQUEST		Get Pikachu	1720475967851	1720475967901	OK	 
USER	Pokemon API Test	END	1720475967906
USER	Pokemon API Test	START	1720475967906
REQUEST		Get Pikachu	1720475967876	1720475967906	OK	 
USER	Pokemon API Test	END	1720475967906
USER	Pokemon API Test	START	1720475967906
REQUEST		Get Pikachu	1720475967876	1720475967918	OK	 
USER	Pokemon API Test	END	1720475967920
USER	Pokemon API Test	START	1720475967920
REQUEST		Get Pikachu	1720475967876	1720475967921	OK	 
USER	Pokemon API Test	END	1720475967927
USER	Pokemon API Test	START	1720475967927
REQUEST		Get Pikachu	1720475967870	1720475967924	OK	 
USER	Pokemon API Test	END	1720475967930
USER	Pokemon API Test	START	1720475967930
REQUEST		Get Pikachu	1720475967876	1720475967928	OK	 
USER	Pokemon API Test	END	1720475967932
USER	Pokemon API Test	START	1720475967932
REQUEST		Get Pikachu	1720475967906	1720475967940	OK	 
USER	Pokemon API Test	END	1720475967941
USER	Pokemon API Test	START	1720475967941
REQUEST		Get Pikachu	1720475967887	1720475967937	OK	 
USER	Pokemon API Test	END	1720475967943
USER	Pokemon API Test	START	1720475967943
REQUEST		Get Pikachu	1720475967890	1720475967948	OK	 
REQUEST		Get Pikachu	1720475967887	1720475967950	OK	 
REQUEST		Get Pikachu	1720475967906	1720475967953	OK	 
USER	Pokemon API Test	END	1720475967957
USER	Pokemon API Test	START	1720475967957
USER	Pokemon API Test	END	1720475967957
USER	Pokemon API Test	START	1720475967957
USER	Pokemon API Test	END	1720475967958
USER	Pokemon API Test	START	1720475967958
REQUEST		Get Pikachu	1720475967905	1720475967954	OK	 
USER	Pokemon API Test	END	1720475967960
USER	Pokemon API Test	START	1720475967960
REQUEST		Get Pikachu	1720475967932	1720475967970	OK	 
REQUEST		Get Pikachu	1720475967920	1720475967967	OK	 
USER	Pokemon API Test	END	1720475967971
USER	Pokemon API Test	START	1720475967971
USER	Pokemon API Test	END	1720475967972
USER	Pokemon API Test	START	1720475967972
REQUEST		Get Pikachu	1720475967927	1720475967973	OK	 
REQUEST		Get Pikachu	1720475967930	1720475967979	OK	 
USER	Pokemon API Test	END	1720475967983
USER	Pokemon API Test	START	1720475967983
USER	Pokemon API Test	END	1720475967983
USER	Pokemon API Test	START	1720475967983
REQUEST		Get Pikachu	1720475967958	1720475967995	OK	 
USER	Pokemon API Test	END	1720475967995
USER	Pokemon API Test	START	1720475967996
REQUEST		Get Pikachu	1720475967942	1720475967993	OK	 
USER	Pokemon API Test	END	1720475967996
USER	Pokemon API Test	START	1720475967996
REQUEST		Get Pikachu	1720475967943	1720475967994	OK	 
USER	Pokemon API Test	END	1720475967997
USER	Pokemon API Test	START	1720475967998
REQUEST		Get Pikachu	1720475967957	1720475968004	OK	 
USER	Pokemon API Test	END	1720475968008
USER	Pokemon API Test	START	1720475968008
REQUEST		Get Pikachu	1720475967957	1720475968005	OK	 
USER	Pokemon API Test	END	1720475968009
USER	Pokemon API Test	START	1720475968009
REQUEST		Get Pikachu	1720475967983	1720475968013	OK	 
USER	Pokemon API Test	END	1720475968014
REQUEST		Get Pikachu	1720475967972	1720475968012	OK	 
USER	Pokemon API Test	END	1720475968018
USER	Pokemon API Test	START	1720475968018
USER	Pokemon API Test	START	1720475968018
REQUEST		Get Pikachu	1720475967971	1720475968016	OK	 
USER	Pokemon API Test	END	1720475968020
USER	Pokemon API Test	START	1720475968020
REQUEST		Get Pikachu	1720475967960	1720475968020	OK	 
USER	Pokemon API Test	END	1720475968024
USER	Pokemon API Test	START	1720475968024
REQUEST		Get Pikachu	1720475967983	1720475968036	OK	 
USER	Pokemon API Test	END	1720475968039
USER	Pokemon API Test	START	1720475968039
REQUEST		Get Pikachu	1720475968010	1720475968046	OK	 
USER	Pokemon API Test	END	1720475968047
REQUEST		Get Pikachu	1720475967996	1720475968047	OK	 
USER	Pokemon API Test	END	1720475968052
USER	Pokemon API Test	START	1720475968052
REQUEST		Get Pikachu	1720475967998	1720475968045	OK	 
USER	Pokemon API Test	END	1720475968055
USER	Pokemon API Test	START	1720475968055
REQUEST		Get Pikachu	1720475967997	1720475968049	OK	 
USER	Pokemon API Test	START	1720475968055
USER	Pokemon API Test	END	1720475968056
USER	Pokemon API Test	START	1720475968056
REQUEST		Get Pikachu	1720475968018	1720475968060	OK	 
USER	Pokemon API Test	END	1720475968064
USER	Pokemon API Test	START	1720475968064
REQUEST		Get Pikachu	1720475968009	1720475968067	OK	 
REQUEST		Get Pikachu	1720475968020	1720475968071	OK	 
USER	Pokemon API Test	END	1720475968075
REQUEST		Get Pikachu	1720475968039	1720475968075	OK	 
USER	Pokemon API Test	START	1720475968075
USER	Pokemon API Test	END	1720475968075
USER	Pokemon API Test	END	1720475968076
USER	Pokemon API Test	START	1720475968076
USER	Pokemon API Test	START	1720475968078
REQUEST		Get Pikachu	1720475968018	1720475968074	OK	 
USER	Pokemon API Test	END	1720475968079
USER	Pokemon API Test	START	1720475968079
REQUEST		Get Pikachu	1720475968024	1720475968081	OK	 
USER	Pokemon API Test	END	1720475968088
USER	Pokemon API Test	START	1720475968088
REQUEST		Get Pikachu	1720475968064	1720475968102	OK	 
USER	Pokemon API Test	END	1720475968103
USER	Pokemon API Test	START	1720475968103
REQUEST		Get Pikachu	1720475968057	1720475968100	OK	 
USER	Pokemon API Test	END	1720475968104
USER	Pokemon API Test	START	1720475968104
REQUEST		Get Pikachu	1720475968055	1720475968105	OK	 
USER	Pokemon API Test	END	1720475968108
USER	Pokemon API Test	START	1720475968108
REQUEST		Get Pikachu	1720475968056	1720475968108	OK	 
USER	Pokemon API Test	END	1720475968111
USER	Pokemon API Test	START	1720475968111
REQUEST		Get Pikachu	1720475968052	1720475968113	OK	 
USER	Pokemon API Test	END	1720475968115
USER	Pokemon API Test	START	1720475968116
REQUEST		Get Pikachu	1720475968076	1720475968119	OK	 
USER	Pokemon API Test	END	1720475968124
USER	Pokemon API Test	START	1720475968124
REQUEST		Get Pikachu	1720475968088	1720475968127	OK	 
USER	Pokemon API Test	END	1720475968128
REQUEST		Get Pikachu	1720475968079	1720475968128	OK	 
USER	Pokemon API Test	END	1720475968130
USER	Pokemon API Test	START	1720475968131
REQUEST		Get Pikachu	1720475968079	1720475968128	OK	 
USER	Pokemon API Test	END	1720475968132
USER	Pokemon API Test	START	1720475968132
USER	Pokemon API Test	START	1720475968132
REQUEST		Get Pikachu	1720475968077	1720475968147	OK	 
REQUEST		Get Pikachu	1720475968104	1720475968151	OK	 
REQUEST		Get Pikachu	1720475968116	1720475968154	OK	 
USER	Pokemon API Test	END	1720475968155
USER	Pokemon API Test	END	1720475968155
USER	Pokemon API Test	END	1720475968155
USER	Pokemon API Test	START	1720475968155
USER	Pokemon API Test	START	1720475968156
USER	Pokemon API Test	START	1720475968156
REQUEST		Get Pikachu	1720475968108	1720475968156	OK	 
USER	Pokemon API Test	END	1720475968161
USER	Pokemon API Test	START	1720475968161
REQUEST		Get Pikachu	1720475968111	1720475968160	OK	 
USER	Pokemon API Test	END	1720475968165
USER	Pokemon API Test	START	1720475968165
REQUEST		Get Pikachu	1720475968124	1720475968167	OK	 
USER	Pokemon API Test	END	1720475968171
USER	Pokemon API Test	START	1720475968171
REQUEST		Get Pikachu	1720475968132	1720475968182	OK	 
USER	Pokemon API Test	END	1720475968186
REQUEST		Get Pikachu	1720475968131	1720475968183	OK	 
USER	Pokemon API Test	END	1720475968186
USER	Pokemon API Test	START	1720475968187
USER	Pokemon API Test	START	1720475968187
REQUEST		Get Pikachu	1720475968132	1720475968176	OK	 
USER	Pokemon API Test	END	1720475968187
USER	Pokemon API Test	START	1720475968187
REQUEST		Get Pikachu	1720475968155	1720475968195	OK	 
USER	Pokemon API Test	END	1720475968195
USER	Pokemon API Test	START	1720475968195
REQUEST		Get Pikachu	1720475968103	1720475968190	OK	 
USER	Pokemon API Test	END	1720475968196
USER	Pokemon API Test	START	1720475968196
REQUEST		Get Pikachu	1720475968156	1720475968199	OK	 
USER	Pokemon API Test	END	1720475968203
USER	Pokemon API Test	START	1720475968203
REQUEST		Get Pikachu	1720475968156	1720475968206	OK	 
USER	Pokemon API Test	END	1720475968211
USER	Pokemon API Test	START	1720475968211
REQUEST		Get Pikachu	1720475968161	1720475968208	OK	 
USER	Pokemon API Test	END	1720475968212
USER	Pokemon API Test	START	1720475968212
REQUEST		Get Pikachu	1720475968172	1720475968220	OK	 
USER	Pokemon API Test	END	1720475968221
USER	Pokemon API Test	START	1720475968221
REQUEST		Get Pikachu	1720475968196	1720475968228	OK	 
USER	Pokemon API Test	END	1720475968229
USER	Pokemon API Test	START	1720475968229
REQUEST		Get Pikachu	1720475968187	1720475968236	OK	 
USER	Pokemon API Test	END	1720475968240
REQUEST		Get Pikachu	1720475968187	1720475968237	OK	 
USER	Pokemon API Test	END	1720475968241
USER	Pokemon API Test	START	1720475968241
USER	Pokemon API Test	START	1720475968241
REQUEST		Get Pikachu	1720475968187	1720475968238	OK	 
USER	Pokemon API Test	END	1720475968242
USER	Pokemon API Test	START	1720475968242
REQUEST		Get Pikachu	1720475968165	1720475968247	OK	 
USER	Pokemon API Test	END	1720475968251
USER	Pokemon API Test	START	1720475968251
REQUEST		Get Pikachu	1720475968196	1720475968249	OK	 
USER	Pokemon API Test	END	1720475968254
USER	Pokemon API Test	START	1720475968254
REQUEST		Get Pikachu	1720475968229	1720475968260	OK	 
USER	Pokemon API Test	END	1720475968261
REQUEST		Get Pikachu	1720475968212	1720475968259	OK	 
USER	Pokemon API Test	END	1720475968263
USER	Pokemon API Test	START	1720475968263
USER	Pokemon API Test	START	1720475968263
REQUEST		Get Pikachu	1720475968211	1720475968263	OK	 
REQUEST		Get Pikachu	1720475968203	1720475968268	OK	 
USER	Pokemon API Test	END	1720475968272
USER	Pokemon API Test	START	1720475968272
REQUEST		Get Pikachu	1720475968221	1720475968270	OK	 
USER	Pokemon API Test	END	1720475968274
USER	Pokemon API Test	START	1720475968274
USER	Pokemon API Test	END	1720475968274
USER	Pokemon API Test	START	1720475968275
REQUEST		Get Pikachu	1720475968254	1720475968293	OK	 
USER	Pokemon API Test	END	1720475968294
REQUEST		Get Pikachu	1720475968241	1720475968291	OK	 
USER	Pokemon API Test	END	1720475968296
USER	Pokemon API Test	START	1720475968296
REQUEST		Get Pikachu	1720475968241	1720475968290	OK	 
USER	Pokemon API Test	END	1720475968297
USER	Pokemon API Test	START	1720475968297
REQUEST		Get Pikachu	1720475968242	1720475968294	OK	 
USER	Pokemon API Test	END	1720475968298
USER	Pokemon API Test	START	1720475968298
USER	Pokemon API Test	START	1720475968299
REQUEST		Get Pikachu	1720475968252	1720475968306	OK	 
USER	Pokemon API Test	END	1720475968310
REQUEST		Get Pikachu	1720475968277	1720475968310	OK	 
USER	Pokemon API Test	END	1720475968311
USER	Pokemon API Test	START	1720475968311
REQUEST		Get Pikachu	1720475968264	1720475968309	OK	 
USER	Pokemon API Test	END	1720475968313
USER	Pokemon API Test	START	1720475968314
REQUEST		Get Pikachu	1720475968263	1720475968311	OK	 
USER	Pokemon API Test	END	1720475968315
USER	Pokemon API Test	START	1720475968315
USER	Pokemon API Test	START	1720475968315
REQUEST		Get Pikachu	1720475968272	1720475968317	OK	 
USER	Pokemon API Test	END	1720475968320
USER	Pokemon API Test	START	1720475968320
REQUEST		Get Pikachu	1720475968274	1720475968325	OK	 
USER	Pokemon API Test	END	1720475968329
USER	Pokemon API Test	START	1720475968329
REQUEST		Get Pikachu	1720475968311	1720475968343	OK	 
USER	Pokemon API Test	END	1720475968344
USER	Pokemon API Test	START	1720475968344
REQUEST		Get Pikachu	1720475968299	1720475968347	OK	 
REQUEST		Get Pikachu	1720475968296	1720475968354	OK	 
USER	Pokemon API Test	END	1720475968357
REQUEST		Get Pikachu	1720475968297	1720475968346	OK	 
USER	Pokemon API Test	END	1720475968358
USER	Pokemon API Test	START	1720475968358
USER	Pokemon API Test	END	1720475968360
USER	Pokemon API Test	START	1720475968360
USER	Pokemon API Test	START	1720475968360
REQUEST		Get Pikachu	1720475968315	1720475968360	OK	 
USER	Pokemon API Test	END	1720475968364
USER	Pokemon API Test	START	1720475968364
REQUEST		Get Pikachu	1720475968298	1720475968356	OK	 
USER	Pokemon API Test	END	1720475968366
USER	Pokemon API Test	START	1720475968366
REQUEST		Get Pikachu	1720475968330	1720475968367	OK	 
USER	Pokemon API Test	END	1720475968368
USER	Pokemon API Test	START	1720475968368
REQUEST		Get Pikachu	1720475968315	1720475968365	OK	 
USER	Pokemon API Test	END	1720475968370
USER	Pokemon API Test	START	1720475968370
REQUEST		Get Pikachu	1720475968314	1720475968376	OK	 
USER	Pokemon API Test	END	1720475968386
REQUEST		Get Pikachu	1720475968320	1720475968380	OK	 
USER	Pokemon API Test	END	1720475968386
REQUEST		Get Pikachu	1720475968344	1720475968405	OK	 
USER	Pokemon API Test	END	1720475968410
REQUEST		Get Pikachu	1720475968360	1720475968409	OK	 
USER	Pokemon API Test	END	1720475968413
REQUEST		Get Pikachu	1720475968366	1720475968420	OK	 
USER	Pokemon API Test	END	1720475968422
